tensor(0.6656, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6642, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6799, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6887, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7041, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6839, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6713, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6763, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6814, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6873, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7092, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7048, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6589, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6842, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6946, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6971, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6574, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6577, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7207, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7327, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6559, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6421, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6889, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6679, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6876, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7431, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6445, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6270, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6358, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6748, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6707, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6503, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6754, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6894, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6931, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7063, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6748, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7513, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6852, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6811, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7123, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7300, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6495, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7095, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7289, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7112, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7144, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6677, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6864, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7187, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6882, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6478, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7073, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6580, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6904, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6862, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6986, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7330, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6769, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6942, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6697, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6175, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6538, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6466, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6712, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6815, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6921, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6718, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6747, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6926, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6048, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6400, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6822, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6500, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6984, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7069, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6649, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6222, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6563, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6982, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7269, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6428, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7074, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6398, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7192, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7022, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6761, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6647, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6605, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6754, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6864, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6849, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6840, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7234, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6653, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7402, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6951, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7139, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6907, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7026, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6677, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6480, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7239, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7402, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6758, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6367, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7165, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7028, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7064, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6419, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6543, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6802, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6818, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6541, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6679, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6610, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6784, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6771, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6793, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6749, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6698, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6762, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7481, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6705, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7095, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6935, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6812, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6602, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6823, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7130, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7375, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7555, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6842, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6658, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6835, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6453, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6656, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6704, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7069, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6418, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6594, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6822, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7096, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6979, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6748, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6724, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6578, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6930, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7032, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6927, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6914, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6894, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7249, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6867, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6642, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6414, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6549, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6686, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6809, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6735, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6762, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6978, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6502, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6399, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6959, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6711, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7110, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6680, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7300, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7216, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6760, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6830, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6694, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6635, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6806, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6258, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6984, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6885, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6582, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6964, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6710, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6837, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7086, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6766, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6603, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6666, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6764, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7134, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6733, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6799, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6491, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6911, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6591, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7266, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7421, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7104, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6656, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7254, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6591, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7418, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6577, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6918, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6380, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7410, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6767, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6665, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6616, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7091, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6755, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6809, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6912, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6635, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6690, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7070, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6815, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6409, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6674, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7049, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6475, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7330, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7109, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7046, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7269, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7296, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7117, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6602, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6781, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6875, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6893, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7010, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6524, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7408, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7125, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6944, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7406, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7258, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6503, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7193, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7355, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6470, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7015, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6690, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6367, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6550, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7185, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7000, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6827, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7269, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7061, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7271, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6787, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6870, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6879, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6817, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6929, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7069, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7148, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7037, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7040, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6845, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6705, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7050, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6851, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6439, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6657, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6772, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6842, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7159, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7571, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6892, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7000, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6953, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6647, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6645, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6834, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6713, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6969, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6929, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6983, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7058, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6681, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7001, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7113, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7086, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6934, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7065, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6974, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6537, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7113, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7125, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6677, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6859, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6528, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6571, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7311, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6822, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7082, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6768, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6492, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6335, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7140, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7106, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6794, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6809, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7017, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7002, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6295, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7005, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7052, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6634, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6515, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6905, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7070, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6826, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7057, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6357, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6913, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6606, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6846, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6785, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7212, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6447, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6789, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7386, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6761, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6420, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6891, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5973, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6609, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6959, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7381, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6693, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6604, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6687, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6740, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7240, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7118, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7085, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6868, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7029, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7239, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6593, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6556, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6647, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6792, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6580, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7196, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6468, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6885, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7092, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7141, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7394, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6618, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7610, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6649, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7130, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6514, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6486, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6838, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6418, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7160, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6414, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7052, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6875, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7375, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6539, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7213, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7200, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6922, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7167, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6663, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6682, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7245, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6490, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6396, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6708, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6726, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7088, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6842, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7036, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6693, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7165, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6756, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6989, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7135, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6160, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6612, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6885, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6633, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7182, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6432, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6863, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6687, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6955, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7177, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6978, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6678, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6489, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6672, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6755, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6636, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6964, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6607, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6466, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7117, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6748, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6584, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6675, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6351, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7135, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6599, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6420, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6459, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6909, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6803, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6965, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6639, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6967, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6984, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7006, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6554, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6648, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6837, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6717, device='cuda:0', grad_fn=<AddBackward0>)
